,date_channel,count,date,channel_name
839,2016-11-16databusters,7,2016-11-16,databusters
840,2018-11-06mdsi_electives,7,2018-11-06,mdsi_electives
841,2016-11-10databusters,7,2016-11-10,databusters
842,2017-05-08mdsi_dvn_aut_18,7,2017-05-08,mdsi_dvn_aut_18
843,2017-10-22mdsi_electives,7,2017-10-22,mdsi_electives
844,2017-04-04mdsi_electives,7,2017-04-04,mdsi_electives
845,2018-05-29dvn2018autteam4,7,2018-05-29,dvn2018autteam4
846,2018-12-16ds_protips,7,2018-12-16,ds_protips
847,2017-04-19mdsi_cicaround_help,7,2017-04-19,mdsi_cicaround_help
848,2017-08-04mdsi_deeplearn_spr_17,7,2017-08-04,mdsi_deeplearn_spr_17
849,2019-03-13mdsi_dam_aut_19,7,2019-03-13,mdsi_dam_aut_19
850,2018-10-16ds_hackathons,7,2018-10-16,ds_hackathons
851,2018-03-08mdsi_dadm_aut_18,7,2018-03-08,mdsi_dadm_aut_18
852,2017-04-30study-group,7,2017-04-30,study-group
853,2017-08-18morningpeople,7,2017-08-18,morningpeople
854,2017-03-28dsi-at2-teamsatata,7,2017-03-28,dsi-at2-teamsatata
855,2017-05-07dsi-at2-teamsatata,7,2017-05-07,dsi-at2-teamsatata
856,2016-09-30ds_cool_stuff,7,2016-09-30,ds_cool_stuff
857,2018-09-04mdsi_dam_spr_18,7,2018-09-04,mdsi_dam_spr_18
858,2017-07-28mdsi_announcements,7,2017-07-28,mdsi_announcements
859,2017-02-01ds_cool_stuff,7,2017-02-01,ds_cool_stuff
860,2017-04-24sleepyheads,7,2017-04-24,sleepyheads
861,2016-10-06databusters,7,2016-10-06,databusters
862,2017-03-15dev_r,7,2017-03-15,dev_r
863,2017-03-08mdsi_announcements,7,2017-03-08,mdsi_announcements
864,2018-10-16mdsi_announcements,7,2018-10-16,mdsi_announcements
865,2017-05-20dadm_aut_17,7,2017-05-20,dadm_aut_17
866,2017-08-2936100decepticons,7,2017-08-29,36100decepticons
867,2019-03-11dev_python,7,2019-03-11,dev_python
868,2016-10-10dev_data_vis,7,2016-10-10,dev_data_vis
869,2017-01-11ds_hackathons,7,2017-01-11,ds_hackathons
870,2017-05-31mdsi_electives,7,2017-05-31,mdsi_electives
871,2017-07-12ilab1_spring_2017,7,2017-07-12,ilab1_spring_2017
872,2018-10-02spring_stds_assign2,7,2018-10-02,spring_stds_assign2
873,2017-05-20ds_cool_stuff,7,2017-05-20,ds_cool_stuff
874,2018-12-24dev_python,7,2018-12-24,dev_python
875,2018-04-25dev_data_vis,7,2018-04-25,dev_data_vis
876,2018-06-28mdsi_dvn_aut_18,7,2018-06-28,mdsi_dvn_aut_18
877,2018-08-13dev_nlp,7,2018-08-13,dev_nlp
878,2017-03-13mdsi-tadpoles,7,2017-03-13,mdsi-tadpoles
879,2019-03-17mdsi_dvn_aut_19,7,2019-03-17,mdsi_dvn_aut_19
880,2016-07-03dev_other,7,2016-07-03,dev_other
881,2019-02-24mdsi_course_review,7,2019-02-24,mdsi_course_review
882,2017-07-25dev_r,7,2017-07-25,dev_r
883,2017-08-06dev_machine_learning,7,2017-08-06,dev_machine_learning
884,2017-03-09mdsi_announcements,7,2017-03-09,mdsi_announcements
885,2016-09-20ds_cool_stuff,7,2016-09-20,ds_cool_stuff
886,2016-12-04mdsi_electives,7,2016-12-04,mdsi_electives
887,2016-10-07dev_data_vis,7,2016-10-07,dev_data_vis
888,2016-11-15databusters,7,2016-11-15,databusters
889,2019-03-17mdsi_deeplearn_aut_19,7,2019-03-17,mdsi_deeplearn_aut_19
890,2016-11-24ds_cool_stuff,7,2016-11-24,ds_cool_stuff
891,2016-06-29ds_hackathons,7,2016-06-29,ds_hackathons
892,2018-06-06private-convo,7,2018-06-06,private-convo
893,2018-04-25mdsi_dadm_aut_18,7,2018-04-25,mdsi_dadm_aut_18
894,2018-09-06dev_r,7,2018-09-06,dev_r
895,2017-08-14datasciencefiction,7,2017-08-14,datasciencefiction
896,2017-09-23pv_dam2017,7,2017-09-23,pv_dam2017
897,2017-02-04mdsi-tadpoles,7,2017-02-04,mdsi-tadpoles
898,2017-10-10mdsi_deeplearn_spr_17,7,2017-10-10,mdsi_deeplearn_spr_17
899,2018-04-15mdsi_dam_aut_18,7,2018-04-15,mdsi_dam_aut_18
900,2017-02-28databusters,7,2017-02-28,databusters
901,2016-10-28dev_other,7,2016-10-28,dev_other
902,2018-04-07mdsi_dam_aut_18,7,2018-04-07,mdsi_dam_aut_18
903,2017-03-17mdsi-tadpoles,7,2017-03-17,mdsi-tadpoles
904,2017-08-27ds_hackathon_unearth,7,2017-08-27,ds_hackathon_unearth
905,2018-03-25mdsi_dadm_aut_18,7,2018-03-25,mdsi_dadm_aut_18
906,2017-08-06ilab2_spring_2017,6,2017-08-06,ilab2_spring_2017
907,2018-03-28ds_privacy,6,2018-03-28,ds_privacy
908,2017-04-05statistical_thinking,6,2017-04-05,statistical_thinking
909,2017-03-26mdsi_datacamp,6,2017-03-26,mdsi_datacamp
910,2017-04-01dev_r,6,2017-04-01,dev_r
911,2018-05-28mdsi_announcements,6,2018-05-28,mdsi_announcements
912,2016-09-15interest-startups,6,2016-09-15,interest-startups
913,2016-10-06ds_hackathons,6,2016-10-06,ds_hackathons
914,2018-09-02inconvenienttruth,6,2018-09-02,inconvenienttruth
915,2016-08-06dev_r,6,2016-08-06,dev_r
916,2016-09-07dev_r,6,2016-09-07,dev_r
917,2018-09-20mdsi_dam_spr_18,6,2018-09-20,mdsi_dam_spr_18
918,2018-05-07dvn2018autteam4,6,2018-05-07,dvn2018autteam4
919,2019-03-19dev_python,6,2019-03-19,dev_python
920,2016-10-19databusters,6,2016-10-19,databusters
921,2016-09-03ds_hackathon_unearth,6,2016-09-03,ds_hackathon_unearth
922,2018-10-31mdsi_electives,6,2018-10-31,mdsi_electives
923,2016-09-07ds_hackathons,6,2016-09-07,ds_hackathons
924,2018-03-12mdsi_dvn_aut_18,6,2018-03-12,mdsi_dvn_aut_18
925,2016-08-18databusters,6,2016-08-18,databusters
926,2018-09-10mdsi_dam_spr_18,6,2018-09-10,mdsi_dam_spr_18
927,2017-07-20ilab1_spring_2017,6,2017-07-20,ilab1_spring_2017
928,2017-11-15fliparound_chat,6,2017-11-15,fliparound_chat
929,2018-04-01mdsi_dvn_aut_18,6,2018-04-01,mdsi_dvn_aut_18
930,2016-11-01github-setup,6,2016-11-01,github-setup
931,2018-09-26hjl,6,2018-09-26,hjl
932,2017-05-16databusters,6,2017-05-16,databusters
933,2018-08-25mdsi_dam_spr_18,6,2018-08-25,mdsi_dam_spr_18
934,2018-10-25mdsi_dam_spr_18,6,2018-10-25,mdsi_dam_spr_18
935,2018-04-27mdsi_dvn_aut_18,6,2018-04-27,mdsi_dvn_aut_18
936,2019-03-01mdsi_deeplearn_spr_17,6,2019-03-01,mdsi_deeplearn_spr_17
937,2017-01-19dev_r,6,2017-01-19,dev_r
938,2016-08-12social-mining,6,2016-08-12,social-mining
939,2017-05-06statistical_thinking,6,2017-05-06,statistical_thinking
940,2018-07-03mdsi_announcements,6,2018-07-03,mdsi_announcements
941,2018-09-24inconvenienttruth,6,2018-09-24,inconvenienttruth
942,2016-09-10pedxhack,6,2016-09-10,pedxhack
943,2017-07-24ds_cool_stuff,6,2017-07-24,ds_cool_stuff
944,2017-08-29mdsi_announcements,6,2017-08-29,mdsi_announcements
945,2017-02-09mdsi_electives,6,2017-02-09,mdsi_electives
946,2017-10-31mdsi_deeplearn_spr_17,6,2017-10-31,mdsi_deeplearn_spr_17
947,2018-10-08govhack2018,6,2018-10-08,govhack2018
948,2017-06-14mdsi_dvn_aut_18,6,2017-06-14,mdsi_dvn_aut_18
949,2017-04-12mdsi_announcements,6,2017-04-12,mdsi_announcements
950,2018-09-18hjl,6,2018-09-18,hjl
951,2017-03-27mdsi_datacamp,6,2017-03-27,mdsi_datacamp
952,2017-08-06mdsi_datacamp,6,2017-08-06,mdsi_datacamp
953,2016-08-07ds_hackathons,6,2016-08-07,ds_hackathons
954,2018-10-20mdsi_announcements,6,2018-10-20,mdsi_announcements
955,2016-10-05dev_data_vis,6,2016-10-05,dev_data_vis
956,2018-01-04mdsi_announcements,6,2018-01-04,mdsi_announcements
957,2018-12-06mdsi_announcements,6,2018-12-06,mdsi_announcements
958,2016-10-08peppersgroup,6,2016-10-08,peppersgroup
959,2018-03-20ds_privacy,6,2018-03-20,ds_privacy
960,2016-09-13databusters,6,2016-09-13,databusters
961,2018-09-06mdsi_32513adaa_spr_18,6,2018-09-06,mdsi_32513adaa_spr_18
962,2019-01-30dev_machine_learning,6,2019-01-30,dev_machine_learning
963,2018-07-25dev_r,6,2018-07-25,dev_r
964,2017-03-28ds_cool_stuff,6,2017-03-28,ds_cool_stuff
965,2018-09-13mdsi_dam_spr_18,6,2018-09-13,mdsi_dam_spr_18
966,2016-05-27dev_python,6,2016-05-27,dev_python
967,2018-11-28mdsi_electives,6,2018-11-28,mdsi_electives
968,2016-11-15mdsi_announcements,6,2016-11-15,mdsi_announcements
969,2018-12-22ds_protips,6,2018-12-22,ds_protips
970,2017-11-18dev_r,6,2017-11-18,dev_r
971,2018-05-21groupadnan,6,2018-05-21,groupadnan
972,2017-12-08mdsi_announcements,6,2017-12-08,mdsi_announcements
973,2016-10-13ds_cool_stuff,6,2016-10-13,ds_cool_stuff
974,2018-06-26mdsi_electives,6,2018-06-26,mdsi_electives
975,2018-09-16inconvenienttruth,6,2018-09-16,inconvenienttruth
976,2016-07-28mdsi_announcements,6,2016-07-28,mdsi_announcements
977,2017-02-02mdsi_electives,6,2017-02-02,mdsi_electives
978,2016-10-06dev_r,6,2016-10-06,dev_r
979,2017-10-14mdsi_deeplearn_spr_17,6,2017-10-14,mdsi_deeplearn_spr_17
980,2017-09-23dev_python,6,2017-09-23,dev_python
981,2018-10-29mdsi_dam_spr_18,6,2018-10-29,mdsi_dam_spr_18
982,2018-01-14mdsi_dvn_aut_18,6,2018-01-14,mdsi_dvn_aut_18
983,2018-10-06mdsi_stds_proj,6,2018-10-06,mdsi_stds_proj
984,2017-10-03dev_python,6,2017-10-03,dev_python
985,2017-02-01mdsi_electives,6,2017-02-01,mdsi_electives
986,2018-09-17mdsi_dam_spr_18,6,2018-09-17,mdsi_dam_spr_18
987,2017-06-14mdsi_dam_aut_18,6,2017-06-14,mdsi_dam_aut_18
988,2017-10-20ds_cool_stuff,6,2017-10-20,ds_cool_stuff
989,2017-08-0336100decepticons,6,2017-08-03,36100decepticons
990,2016-08-03ds_hackathons,6,2016-08-03,ds_hackathons
991,2016-08-09ds_hackathons,6,2016-08-09,ds_hackathons
992,2017-02-03mdsi_announcements,6,2017-02-03,mdsi_announcements
993,2017-09-02ds_hackathons,6,2017-09-02,ds_hackathons
994,2018-04-11mdsi_dadm_aut_18,6,2018-04-11,mdsi_dadm_aut_18
995,2016-08-21databusters,6,2016-08-21,databusters
996,2017-02-06ds_hackathons,6,2017-02-06,ds_hackathons
997,2016-08-05ds_hackathons,6,2016-08-05,ds_hackathons
998,2018-04-26mdsi_dvn_aut_18,6,2018-04-26,mdsi_dvn_aut_18
999,2016-09-27dev_r,6,2016-09-27,dev_r
1000,2017-04-10mdsi_help,6,2017-04-10,mdsi_help
1001,2018-12-25dev_data_vis,6,2018-12-25,dev_data_vis
1002,2019-03-08mdsi_19,6,2019-03-08,mdsi_19
1003,2017-09-07mdsi_announcements,6,2017-09-07,mdsi_announcements
1004,2018-11-24multivariate_spr_18,6,2018-11-24,multivariate_spr_18
1005,2018-09-22mdsi_dam_spr_18,6,2018-09-22,mdsi_dam_spr_18
1006,2016-09-21dev_r,6,2016-09-21,dev_r
1007,2019-03-20mdsi_dam_aut_19,6,2019-03-20,mdsi_dam_aut_19
1008,2017-05-08dev_data_vis,6,2017-05-08,dev_data_vis
1009,2017-01-24mdsi_announcements,6,2017-01-24,mdsi_announcements
1010,2016-08-3137459-mda,6,2016-08-31,37459-mda
1011,2018-06-15dam-assign-3,6,2018-06-15,dam-assign-3
1012,2016-10-16dev_r,6,2016-10-16,dev_r
1013,2018-04-16dna,6,2018-04-16,dna
1014,2018-05-22dna,6,2018-05-22,dna
1015,2017-03-01dev_data_vis,6,2017-03-01,dev_data_vis
1016,2017-09-17ds_cool_stuff,6,2017-09-17,ds_cool_stuff
1017,2018-06-18mdsi_dam_aut_18,6,2018-06-18,mdsi_dam_aut_18
1018,2017-04-06mdsi_dvn_aut_18,6,2017-04-06,mdsi_dvn_aut_18
1019,2019-02-21mdsi_course_review,6,2019-02-21,mdsi_course_review
1020,2017-02-27databusters,6,2017-02-27,databusters
1021,2018-11-21ds_protips,6,2018-11-21,ds_protips
1022,2017-03-29dsi-at2-teamsatata,6,2017-03-29,dsi-at2-teamsatata
1023,2019-03-24mdsi_deeplearn_aut_19,6,2019-03-24,mdsi_deeplearn_aut_19
1024,2018-06-05mdsi_dvn_aut_18,6,2018-06-05,mdsi_dvn_aut_18
1025,2016-06-08dev_other,6,2016-06-08,dev_other
1026,2019-01-20dev_r,6,2019-01-20,dev_r
1027,2018-09-10mdsi_announcements,6,2018-09-10,mdsi_announcements
1028,2018-09-12mdsi_stds_proj,6,2018-09-12,mdsi_stds_proj
1029,2018-03-09mdsi_dadm_aut_18,6,2018-03-09,mdsi_dadm_aut_18
1030,2018-10-19ds_hackathons,6,2018-10-19,ds_hackathons
1031,2017-06-14mdsi_announcements,6,2017-06-14,mdsi_announcements
1032,2018-09-14mdsi_stds_proj,6,2018-09-14,mdsi_stds_proj
1033,2017-10-26ilab2_spring_2017,6,2017-10-26,ilab2_spring_2017
1034,2018-11-07mdsi_electives,6,2018-11-07,mdsi_electives
1035,2017-08-12dev_python,6,2017-08-12,dev_python
1036,2016-09-22heisenberg,6,2016-09-22,heisenberg
1037,2018-03-18mdsi_dvn_aut_18,6,2018-03-18,mdsi_dvn_aut_18
1038,2018-03-31mdsi_announcements,6,2018-03-31,mdsi_announcements
1039,2018-05-09dvn-team-1,6,2018-05-09,dvn-team-1
1040,2016-09-10databusters,6,2016-09-10,databusters
1041,2016-09-16mdsi_announcements,6,2016-09-16,mdsi_announcements
1042,2018-10-08spring_stds_assign2,5,2018-10-08,spring_stds_assign2
1043,2018-03-26mdsi_dvn_aut_18,5,2018-03-26,mdsi_dvn_aut_18
1044,2016-09-0537459-mda,5,2016-09-05,37459-mda
1045,2017-07-21ds_jobs,5,2017-07-21,ds_jobs
1046,2018-11-16mdsi_electives,5,2018-11-16,mdsi_electives
1047,2017-07-21mdsi_announcements,5,2017-07-21,mdsi_announcements
1048,2018-06-04mdsi_announcements,5,2018-06-04,mdsi_announcements
1049,2016-08-31ds_jobs,5,2016-08-31,ds_jobs
1050,2016-09-01dev_data_vis,5,2016-09-01,dev_data_vis
1051,2018-07-25mdsi_announcements,5,2018-07-25,mdsi_announcements
1052,2018-10-08mdsi_electives,5,2018-10-08,mdsi_electives
1053,2018-08-07multivariate_spr_18,5,2018-08-07,multivariate_spr_18
1054,2017-07-21dadm_aut_17,5,2017-07-21,dadm_aut_17
1055,2018-12-04dev_python,5,2018-12-04,dev_python
1056,2017-02-28study-group,5,2017-02-28,study-group
1057,2018-04-02mdsi_dvn_aut_18,5,2018-04-02,mdsi_dvn_aut_18
1058,2017-11-01oth_random,5,2017-11-01,oth_random
1059,2017-12-19ds_cool_stuff,5,2017-12-19,ds_cool_stuff
1060,2018-03-06datasciencefiction,5,2018-03-06,datasciencefiction
1061,2017-06-09ds_hackathons,5,2017-06-09,ds_hackathons
1062,2018-09-23mdsi_dam_spr_18,5,2018-09-23,mdsi_dam_spr_18
1063,2017-03-13mdsi_dvn_aut_18,5,2017-03-13,mdsi_dvn_aut_18
1064,2019-01-16dev_r,5,2019-01-16,dev_r
1065,2018-05-12mdsi_dvn_aut_18,5,2018-05-12,mdsi_dvn_aut_18
1066,2016-11-21mdsi_announcements,5,2016-11-21,mdsi_announcements
1067,2017-07-18ilab2_spring_2017,5,2017-07-18,ilab2_spring_2017
1068,2017-04-15mdsi_help,5,2017-04-15,mdsi_help
1069,2017-05-15mdsi_announcements,5,2017-05-15,mdsi_announcements
1070,2017-03-22sleepyheads,5,2017-03-22,sleepyheads
1071,2018-03-08mdsi_announcements,5,2018-03-08,mdsi_announcements
1072,2019-03-24stat_assignment,5,2019-03-24,stat_assignment
1073,2017-07-30dev_python,5,2017-07-30,dev_python
1074,2017-06-29mdsi_electives,5,2017-06-29,mdsi_electives
1075,2017-03-05mdsi_announcements,5,2017-03-05,mdsi_announcements
1076,2018-10-11ds_jobs,5,2018-10-11,ds_jobs
1077,2016-06-12ds_cool_stuff,5,2016-06-12,ds_cool_stuff
1078,2017-07-24ilab1_spring_2017,5,2017-07-24,ilab1_spring_2017
1079,2018-03-17mdsi_dadm_aut_18,5,2018-03-17,mdsi_dadm_aut_18
1080,2016-08-06social-mining,5,2016-08-06,social-mining
1081,2018-10-16mdsi_electives,5,2018-10-16,mdsi_electives
1082,2017-01-15dev_data_vis,5,2017-01-15,dev_data_vis
1083,2018-01-11ds_jobs,5,2018-01-11,ds_jobs
1084,2017-06-28mdsi_announcements,5,2017-06-28,mdsi_announcements
1085,2018-10-02govhack2018,5,2018-10-02,govhack2018
1086,2017-05-02mdsi_electives,5,2017-05-02,mdsi_electives
1087,2017-09-21mdsi_announcements,5,2017-09-21,mdsi_announcements
1088,2016-11-15github-setup,5,2016-11-15,github-setup
1089,2017-04-04mdsi_cicaround_help,5,2017-04-04,mdsi_cicaround_help
1090,2017-06-30mdsi_deeplearn_spr_17,5,2017-06-30,mdsi_deeplearn_spr_17
1091,2018-05-13dvn2018autteam4,5,2018-05-13,dvn2018autteam4
1092,2016-08-03mdsi_announcements,5,2016-08-03,mdsi_announcements
1093,2017-08-02mdsi_datacamp,5,2017-08-02,mdsi_datacamp
1094,2017-05-30mdsi_cicaround_help,5,2017-05-30,mdsi_cicaround_help
1095,2018-08-07dev-bash,5,2018-08-07,dev-bash
1096,2017-06-16mdsi_dam_aut_18,5,2017-06-16,mdsi_dam_aut_18
1097,2016-10-02dev_r,5,2016-10-02,dev_r
1098,2018-11-26multivariate_spr_18,5,2018-11-26,multivariate_spr_18
1099,2017-02-04mdsi_announcements,5,2017-02-04,mdsi_announcements
1100,2018-10-29mdsi_electives,5,2018-10-29,mdsi_electives
1101,2017-06-27mdsi_announcements,5,2017-06-27,mdsi_announcements
1102,2018-08-15jp-morgan-i-lab-18,5,2018-08-15,jp-morgan-i-lab-18
1103,2019-01-17dev_machine_learning,5,2019-01-17,dev_machine_learning
1104,2016-06-05dev_other,5,2016-06-05,dev_other
1105,2017-03-19pmdd-aut2017-team2,5,2017-03-19,pmdd-aut2017-team2
1106,2017-03-08ds_hackathons,5,2017-03-08,ds_hackathons
1107,2018-10-27ds_data_ethics,5,2018-10-27,ds_data_ethics
1108,2017-01-12dev_data_vis,5,2017-01-12,dev_data_vis
1109,2016-09-26dev_r,5,2016-09-26,dev_r
1110,2018-03-15excelsior,5,2018-03-15,excelsior
1111,2017-03-15pmdd-aut2017-team2,5,2017-03-15,pmdd-aut2017-team2
1112,2016-10-03databusters,5,2016-10-03,databusters
1113,2016-09-20interest-startups,5,2016-09-20,interest-startups
1114,2018-10-22mdsi_electives,5,2018-10-22,mdsi_electives
1115,2016-06-03mdsi_announcements,5,2016-06-03,mdsi_announcements
1116,2016-09-05dev_python,5,2016-09-05,dev_python
1117,2017-04-13mdsi_cicaround_help,5,2017-04-13,mdsi_cicaround_help
1118,2016-08-24ds_protips,5,2016-08-24,ds_protips
1119,2017-05-26dadm_aut_17,5,2017-05-26,dadm_aut_17
1120,2017-12-20mdsi_deeplearn_spr_17,5,2017-12-20,mdsi_deeplearn_spr_17
1121,2016-09-10ds_jobs,5,2016-09-10,ds_jobs
1122,2016-12-09mdsi_announcements,5,2016-12-09,mdsi_announcements
1123,2019-03-09mdsi_announcements,5,2019-03-09,mdsi_announcements
1124,2018-10-12dev_data_vis,5,2018-10-12,dev_data_vis
1125,2017-08-13mdsi_deeplearn_spr_17,5,2017-08-13,mdsi_deeplearn_spr_17
1126,2016-06-12dev_other,5,2016-06-12,dev_other
1127,2016-10-03heisenberg,5,2016-10-03,heisenberg
1128,2018-01-09mdsi_announcements,5,2018-01-09,mdsi_announcements
1129,2018-08-29mdsi_announcements,5,2018-08-29,mdsi_announcements
1130,2019-02-10dev_r,5,2019-02-10,dev_r
1131,2016-11-19mdsi_electives,5,2016-11-19,mdsi_electives
1132,2018-01-14mdsi_announcements,5,2018-01-14,mdsi_announcements
1133,2018-09-19spring_stds_assign2,5,2018-09-19,spring_stds_assign2
1134,2016-09-08pedxhack,5,2016-09-08,pedxhack
1135,2016-11-30interest-startups,5,2016-11-30,interest-startups
1136,2017-08-07ds_cool_stuff,5,2017-08-07,ds_cool_stuff
1137,2017-08-30mdsi_deeplearn_spr_17,5,2017-08-30,mdsi_deeplearn_spr_17
1138,2017-11-26mdsi_electives,5,2017-11-26,mdsi_electives
1139,2018-04-13unix-autumn-2018,5,2018-04-13,unix-autumn-2018
1140,2016-10-07peppersgroup,5,2016-10-07,peppersgroup
1141,2017-08-09dev_python,5,2017-08-09,dev_python
1142,2016-12-05subject-outlines,5,2016-12-05,subject-outlines
1143,2016-09-16heisenberg,5,2016-09-16,heisenberg
1144,2018-12-03mdsi_deeplearn_spr_17,5,2018-12-03,mdsi_deeplearn_spr_17
1145,2017-03-15dev_machine_learning,5,2017-03-15,dev_machine_learning
1146,2017-07-22ds_jobs,5,2017-07-22,ds_jobs
1147,2017-03-21dsi-at2-teamsatata,5,2017-03-21,dsi-at2-teamsatata
1148,2017-06-02mdsi_announcements,5,2017-06-02,mdsi_announcements
1149,2017-10-21mdsi_electives,5,2017-10-21,mdsi_electives
1150,2017-05-28dadm_aut_17,5,2017-05-28,dadm_aut_17
1151,2018-03-16mdsi_dam_aut_18,5,2018-03-16,mdsi_dam_aut_18
1152,2017-08-11morningpeople,5,2017-08-11,morningpeople
1153,2016-11-10dev_datasets,5,2016-11-10,dev_datasets
1154,2017-07-04ilab1_spring_2017,5,2017-07-04,ilab1_spring_2017
1155,2018-10-24dev_r,5,2018-10-24,dev_r
1156,2017-05-15ds_protips,5,2017-05-15,ds_protips
1157,2018-03-04ds_hackathons,5,2018-03-04,ds_hackathons
1158,2016-09-05dev_r,5,2016-09-05,dev_r
1159,2016-10-06mdsi_announcements,5,2016-10-06,mdsi_announcements
1160,2018-10-21govhack2018,5,2018-10-21,govhack2018
1161,2018-05-11ds_jobs,5,2018-05-11,ds_jobs
1162,2018-07-30mdsi_electives,5,2018-07-30,mdsi_electives
1163,2017-09-07mdsi_deeplearn_spr_17,5,2017-09-07,mdsi_deeplearn_spr_17
1164,2018-05-16mdsi_dam_aut_18,5,2018-05-16,mdsi_dam_aut_18
1165,2019-03-03dev_other,5,2019-03-03,dev_other
1166,2018-05-12mdsi_dadm_aut_18,5,2018-05-12,mdsi_dadm_aut_18
1167,2018-04-16unix-autumn-2018,5,2018-04-16,unix-autumn-2018
1168,2017-04-09mdsi_dvn_aut_18,5,2017-04-09,mdsi_dvn_aut_18
1169,2018-06-26unix-autumn-2018,5,2018-06-26,unix-autumn-2018
1170,2017-04-07mdsi_help,5,2017-04-07,mdsi_help
1171,2017-03-22mdsi_announcements,5,2017-03-22,mdsi_announcements
1172,2016-08-13github-setup,5,2016-08-13,github-setup
1173,2016-08-10ds_protips,5,2016-08-10,ds_protips
1174,2018-04-17mdsi_dam_aut_18,5,2018-04-17,mdsi_dam_aut_18
1175,2018-07-23mdsi_announcements,5,2018-07-23,mdsi_announcements
1176,2017-08-02mdsi_announcements,5,2017-08-02,mdsi_announcements
1177,2017-01-15mdsi_announcements,5,2017-01-15,mdsi_announcements
1178,2016-09-08databusters,5,2016-09-08,databusters
1179,2017-05-22dev_r,5,2017-05-22,dev_r
1180,2018-02-28mdsi_dadm_aut_18,5,2018-02-28,mdsi_dadm_aut_18
1181,2016-05-25mdsi_announcements,5,2016-05-25,mdsi_announcements
1182,2017-04-06ds_hackathons,5,2017-04-06,ds_hackathons
1183,2016-11-03mdsi_announcements,5,2016-11-03,mdsi_announcements
1184,2016-10-05online-courses,5,2016-10-05,online-courses
1185,2019-03-22mdsi_announcements,5,2019-03-22,mdsi_announcements
1186,2018-05-12mdsi_dam_aut_18,5,2018-05-12,mdsi_dam_aut_18
1187,2017-09-27mdsi_deeplearn_spr_17,5,2017-09-27,mdsi_deeplearn_spr_17
1188,2018-08-25mdsi_32513adaa_spr_18,5,2018-08-25,mdsi_32513adaa_spr_18
1189,2017-06-07mdsi_cicaround_help,5,2017-06-07,mdsi_cicaround_help
1190,2016-07-30mdsi_announcements,5,2016-07-30,mdsi_announcements
1191,2019-03-19socialandinfoteam,5,2019-03-19,socialandinfoteam
1192,2018-01-12mdsi_announcements,5,2018-01-12,mdsi_announcements
1193,2018-03-14mdsi_dam_aut_18,5,2018-03-14,mdsi_dam_aut_18
1194,2017-10-07oth_random,5,2017-10-07,oth_random
1195,2016-08-01ds_hackathon_unearth,5,2016-08-01,ds_hackathon_unearth
1196,2016-10-04heisenberg,5,2016-10-04,heisenberg
1197,2017-06-09mdsi_dam_aut_18,5,2017-06-09,mdsi_dam_aut_18
1198,2018-10-10spring_stds_assign2,5,2018-10-10,spring_stds_assign2
1199,2018-08-26mdsi_stds_proj,5,2018-08-26,mdsi_stds_proj
1200,2017-06-05mdsi_announcements,5,2017-06-05,mdsi_announcements
1201,2018-08-30ds_protips,5,2018-08-30,ds_protips
1202,2019-03-23stat_assignment,5,2019-03-23,stat_assignment
1203,2016-05-16mdsi_announcements,5,2016-05-16,mdsi_announcements
1204,2018-08-11spring_stds_assign2,5,2018-08-11,spring_stds_assign2
1205,2017-09-26dev_r,5,2017-09-26,dev_r
1206,2017-02-03online-courses,5,2017-02-03,online-courses
1207,2017-08-20morningpeople,5,2017-08-20,morningpeople
1208,2018-03-12mdsi_cicaround_help,5,2018-03-12,mdsi_cicaround_help
1209,2016-09-27databusters,5,2016-09-27,databusters
1210,2018-07-03mdsi_dvn_aut_18,5,2018-07-03,mdsi_dvn_aut_18
1211,2018-06-16mdsi_electives,4,2018-06-16,mdsi_electives
1212,2018-05-04dvndatachallenge,4,2018-05-04,dvndatachallenge
1213,2016-10-22dev_data_vis,4,2016-10-22,dev_data_vis
1214,2018-10-31mdsi_announcements,4,2018-10-31,mdsi_announcements
1215,2018-11-25mdsi_stds_proj,4,2018-11-25,mdsi_stds_proj
1216,2017-04-26ds_jobs,4,2017-04-26,ds_jobs
1217,2018-05-20mdsi_dadm_aut_18,4,2018-05-20,mdsi_dadm_aut_18
1218,2018-03-28unix-autumn-2018,4,2018-03-28,unix-autumn-2018
1219,2017-08-08ds_cool_stuff,4,2017-08-08,ds_cool_stuff
1220,2017-08-2036100decepticons,4,2017-08-20,36100decepticons
1221,2016-12-08dev_r,4,2016-12-08,dev_r
1222,2018-04-12mdsi_dvn_aut_18,4,2018-04-12,mdsi_dvn_aut_18
1223,2018-10-12dev_r,4,2018-10-12,dev_r
1224,2017-05-26mdsi_dam_aut_18,4,2017-05-26,mdsi_dam_aut_18
1225,2017-07-22mdsi_datacamp,4,2017-07-22,mdsi_datacamp
1226,2019-02-08ds_jobs,4,2019-02-08,ds_jobs
1227,2018-08-21multivariate_spr_18,4,2018-08-21,multivariate_spr_18
1228,2016-08-31ds_hackathons,4,2016-08-31,ds_hackathons
1229,2018-10-28dev_python,4,2018-10-28,dev_python
1230,2018-02-07mdsi_help,4,2018-02-07,mdsi_help
1231,2018-03-22excelsior,4,2018-03-22,excelsior
1232,2016-05-29dev_python,4,2016-05-29,dev_python
1233,2018-02-23mdsi_announcements,4,2018-02-23,mdsi_announcements
1234,2018-09-10govhack2018,4,2018-09-10,govhack2018
